ID,TARGET
2,0.0395685330027
5,0.0395685330027
6,0.0395685330027
7,0.0395685330027
9,0.0395685330027
11,0.0395685330027
12,0.0395685330027
15,0.0395685330027
16,0.0395685330027
17,0.0395685330027
19,0.0395685330027
21,0.0395685330027
22,0.0395685330027
24,0.0395685330027
27,0.0395685330027
28,0.0395685330027
30,0.0395685330027
33,0.0395685330027
35,0.0395685330027
37,0.0395685330027
38,0.0395685330027
40,0.0395685330027
41,0.0395685330027
44,0.0395685330027
46,0.0395685330027
47,0.0395685330027
48,0.0395685330027
50,0.0395685330027
52,0.0395685330027
53,0.0395685330027
55,0.0395685330027
57,0.0395685330027
58,0.0395685330027
59,0.0395685330027
62,0.0395685330027
63,0.0395685330027
64,0.0395685330027
65,0.0395685330027
67,0.0395685330027
69,0.0395685330027
70,0.0395685330027
71,0.0395685330027
72,0.0395685330027
73,0.0395685330027
76,0.0395685330027
78,0.0395685330027
79,0.0395685330027
81,0.0395685330027
85,0.0395685330027
86,0.0395685330027
89,0.0395685330027
94,0.0395685330027
96,0.0395685330027
97,0.0395685330027
98,0.0395685330027
99,0.0395685330027
100,0.0395685330027
103,0.0395685330027
104,0.0395685330027
108,0.0395685330027
110,0.0395685330027
112,0.0395685330027
114,0.0395685330027
116,0.0395685330027
117,0.0395685330027
119,0.0395685330027
120,0.0395685330027
121,0.0395685330027
123,0.0395685330027
124,0.0395685330027
126,0.0395685330027
128,0.0395685330027
129,0.0395685330027
133,0.0395685330027
138,0.0395685330027
147,0.0395685330027
149,0.0395685330027
158,0.0395685330027
160,0.0395685330027
164,0.0395685330027
167,0.0395685330027
168,0.0395685330027
174,0.0395685330027
181,0.0395685330027
185,0.0395685330027
187,0.0395685330027
189,0.0395685330027
190,0.0395685330027
194,0.0395685330027
197,0.0395685330027
198,0.0395685330027
201,0.0395685330027
205,0.0395685330027
208,0.0395685330027
211,0.0395685330027
216,0.0395685330027
219,0.0395685330027
223,0.0395685330027
224,0.0395685330027
226,0.0395685330027
229,0.0395685330027
230,0.0395685330027
237,0.0395685330027
238,0.0395685330027
240,0.0395685330027
243,0.0395685330027
245,0.0395685330027
246,0.0395685330027
247,0.0395685330027
248,0.0395685330027
249,0.0395685330027
250,0.0395685330027
251,0.0395685330027
255,0.0395685330027
256,0.0395685330027
257,0.0395685330027
260,0.0395685330027
261,0.0395685330027
263,0.0395685330027
264,0.0395685330027
267,0.0395685330027
268,0.0395685330027
272,0.0395685330027
274,0.0395685330027
275,0.0395685330027
277,0.0395685330027
278,0.0395685330027
280,0.0395685330027
281,0.0395685330027
282,0.0395685330027
283,0.0395685330027
284,0.0395685330027
286,0.0395685330027
290,0.0395685330027
291,0.0395685330027
293,0.0395685330027
295,0.0395685330027
297,0.0395685330027
298,0.0395685330027
300,0.0395685330027
304,0.0395685330027
305,0.0395685330027
308,0.0395685330027
309,0.0395685330027
310,0.0395685330027
312,0.0395685330027
313,0.0395685330027
315,0.0395685330027
317,0.0395685330027
318,0.0395685330027
321,0.0395685330027
323,0.0395685330027
325,0.0395685330027
326,0.0395685330027
327,0.0395685330027
328,0.0395685330027
329,0.0395685330027
330,0.0395685330027
331,0.0395685330027
334,0.0395685330027
335,0.0395685330027
336,0.0395685330027
337,0.0395685330027
338,0.0395685330027
339,0.0395685330027
341,0.0395685330027
343,0.0395685330027
346,0.0395685330027
348,0.0395685330027
350,0.0395685330027
351,0.0395685330027
352,0.0395685330027
357,0.0395685330027
358,0.0395685330027
360,0.0395685330027
361,0.0395685330027
364,0.0395685330027
365,0.0395685330027
366,0.0395685330027
367,0.0395685330027
368,0.0395685330027
370,0.0395685330027
372,0.0395685330027
376,0.0395685330027
377,0.0395685330027
379,0.0395685330027
380,0.0395685330027
381,0.0395685330027
385,0.0395685330027
386,0.0395685330027
389,0.0395685330027
391,0.0395685330027
392,0.0395685330027
